run_id,executed_at,anomalies_found,stock_negativo,reservas_fantasma,action_taken
RUN00145,2026-03-07 09:00:00,12,False,1,rollback
RUN00146,2026-03-07 10:00:00,2,False,2,none
RUN00147,2026-03-07 11:00:00,8,False,2,alert
RUN00148,2026-03-07 12:00:00,3,False,3,alert
RUN00149,2026-03-07 13:00:00,6,False,1,rollback
RUN00150,2026-03-07 14:00:00,8,False,2,alert
RUN00151,2026-03-07 15:00:00,6,False,3,rollback
RUN00152,2026-03-07 16:00:00,1,False,0,none
RUN00153,2026-03-07 17:00:00,7,False,4,none
RUN00154,2026-03-07 18:00:00,5,False,3,alert
RUN00155,2026-03-07 19:00:00,0,False,1,none
RUN00156,2026-03-07 20:00:00,1,False,3,rollback
RUN00157,2026-03-07 21:00:00,11,False,3,none
RUN00158,2026-03-07 22:00:00,2,False,1,none
RUN00159,2026-03-07 23:00:00,9,False,2,rollback
RUN00160,2026-03-08 00:00:00,1,False,2,alert
RUN00161,2026-03-08 01:00:00,2,False,0,rollback
RUN00162,2026-03-08 02:00:00,9,False,1,alert
RUN00163,2026-03-08 03:00:00,2,False,0,alert
RUN00164,2026-03-08 04:00:00,3,False,3,none
RUN00165,2026-03-08 05:00:00,0,False,0,rollback
RUN00166,2026-03-08 06:00:00,8,False,0,alert
RUN00167,2026-03-08 07:00:00,4,False,2,none
RUN00168,2026-03-08 08:00:00,10,True,1,none
RUN00169,2026-03-08 09:00:00,3,False,1,rollback
RUN00170,2026-03-08 10:00:00,5,False,4,rollback
RUN00171,2026-03-08 11:00:00,10,False,2,alert
RUN00172,2026-03-08 12:00:00,1,False,1,rollback
RUN00173,2026-03-08 13:00:00,3,False,1,none
RUN00174,2026-03-08 14:00:00,11,False,3,rollback
RUN00175,2026-03-08 15:00:00,10,False,0,rollback
RUN00176,2026-03-08 16:00:00,9,False,4,rollback
RUN00177,2026-03-08 17:00:00,0,False,1,alert
RUN00178,2026-03-08 18:00:00,2,False,2,none
RUN00179,2026-03-08 19:00:00,5,True,1,alert
RUN00180,2026-03-08 20:00:00,5,False,3,alert
RUN00181,2026-03-08 21:00:00,0,False,2,alert
RUN00182,2026-03-08 22:00:00,4,False,4,alert
RUN00183,2026-03-08 23:00:00,8,False,4,rollback
RUN00184,2026-03-09 00:00:00,9,False,3,none
RUN00185,2026-03-09 01:00:00,8,False,3,alert
RUN00186,2026-03-09 02:00:00,0,False,2,rollback
RUN00187,2026-03-09 03:00:00,2,False,1,rollback
RUN00188,2026-03-09 04:00:00,2,False,4,alert
RUN00189,2026-03-09 05:00:00,8,False,4,alert
RUN00190,2026-03-09 06:00:00,7,False,2,none
RUN00191,2026-03-09 07:00:00,10,False,3,alert
RUN00192,2026-03-09 08:00:00,10,False,4,none
RUN00193,2026-03-09 09:00:00,6,False,4,rollback
RUN00194,2026-03-09 10:00:00,3,False,3,none
RUN00195,2026-03-09 11:00:00,5,False,1,rollback
RUN00196,2026-03-09 12:00:00,12,False,2,alert
RUN00197,2026-03-09 13:00:00,12,False,2,rollback
RUN00198,2026-03-09 14:00:00,12,False,0,none
RUN00199,2026-03-09 15:00:00,1,False,4,alert
RUN00200,2026-03-09 16:00:00,8,False,3,none
RUN00201,2026-03-09 17:00:00,1,False,4,none
RUN00202,2026-03-09 18:00:00,8,False,2,rollback
RUN00203,2026-03-09 19:00:00,12,False,4,rollback
RUN00204,2026-03-09 20:00:00,8,False,0,alert
RUN00205,2026-03-09 21:00:00,12,False,3,none
RUN00206,2026-03-09 22:00:00,1,False,2,alert
RUN00207,2026-03-09 23:00:00,6,False,4,alert
RUN00208,2026-03-10 00:00:00,8,False,2,alert
RUN00209,2026-03-10 01:00:00,8,False,0,alert
RUN00210,2026-03-10 02:00:00,6,False,1,alert
RUN00211,2026-03-10 03:00:00,1,False,0,alert
RUN00212,2026-03-10 04:00:00,7,False,2,alert
RUN00213,2026-03-10 05:00:00,2,False,3,alert
RUN00214,2026-03-10 06:00:00,12,False,4,alert
RUN00215,2026-03-10 07:00:00,7,False,3,alert
RUN00216,2026-03-10 08:00:00,10,False,1,rollback
RUN00217,2026-03-10 09:00:00,3,False,4,none
RUN00218,2026-03-10 10:00:00,4,False,0,none
RUN00219,2026-03-10 11:00:00,12,False,0,none
RUN00220,2026-03-10 12:00:00,2,False,0,rollback
RUN00221,2026-03-10 13:00:00,12,False,0,none
RUN00222,2026-03-10 14:00:00,2,False,2,rollback
RUN00223,2026-03-10 15:00:00,9,False,1,rollback
RUN00224,2026-03-10 16:00:00,10,False,1,rollback
RUN00225,2026-03-10 17:00:00,10,False,3,alert
RUN00226,2026-03-10 18:00:00,8,False,3,alert
RUN00227,2026-03-10 19:00:00,7,False,1,rollback
RUN00228,2026-03-10 20:00:00,6,False,0,rollback
RUN00229,2026-03-10 21:00:00,9,False,1,alert
RUN00230,2026-03-10 22:00:00,11,False,4,rollback
RUN00231,2026-03-10 23:00:00,6,False,2,none
RUN00232,2026-03-11 00:00:00,6,False,1,alert
RUN00233,2026-03-11 01:00:00,4,False,0,none
RUN00234,2026-03-11 02:00:00,3,False,1,rollback
RUN00235,2026-03-11 03:00:00,5,False,2,alert
RUN00236,2026-03-11 04:00:00,11,False,2,none
RUN00237,2026-03-11 05:00:00,4,False,1,alert
RUN00238,2026-03-11 06:00:00,5,False,0,none
RUN00239,2026-03-11 07:00:00,7,False,2,alert
RUN00240,2026-03-11 08:00:00,3,False,4,none
RUN00241,2026-03-11 09:00:00,8,False,3,none
RUN00242,2026-03-11 10:00:00,10,False,2,rollback
RUN00243,2026-03-11 11:00:00,6,False,1,alert
RUN00244,2026-03-11 12:00:00,7,False,0,rollback
RUN00245,2026-03-11 13:00:00,1,False,4,alert
RUN00246,2026-03-11 14:00:00,0,False,1,rollback
RUN00247,2026-03-11 15:00:00,11,False,2,rollback
RUN00248,2026-03-11 16:00:00,4,False,3,alert
RUN00249,2026-03-11 17:00:00,8,False,2,none
RUN00250,2026-03-11 18:00:00,8,False,3,rollback
RUN00251,2026-03-11 19:00:00,1,False,1,none
RUN00252,2026-03-11 20:00:00,2,False,2,alert
RUN00253,2026-03-11 21:00:00,8,False,0,rollback
RUN00254,2026-03-11 22:00:00,4,False,1,alert
RUN00255,2026-03-11 23:00:00,9,False,4,rollback
RUN00256,2026-03-12 00:00:00,8,False,3,rollback
RUN00257,2026-03-12 01:00:00,10,False,0,rollback
RUN00258,2026-03-12 02:00:00,10,False,4,alert
RUN00259,2026-03-12 03:00:00,0,False,3,none
RUN00260,2026-03-12 04:00:00,3,False,3,rollback
RUN00261,2026-03-12 05:00:00,6,False,0,none
RUN00262,2026-03-12 06:00:00,11,False,3,none
RUN00263,2026-03-12 07:00:00,8,False,0,alert
RUN00264,2026-03-12 08:00:00,3,False,0,alert
RUN00265,2026-03-12 09:00:00,3,False,4,rollback
RUN00266,2026-03-12 10:00:00,11,False,3,rollback
RUN00267,2026-03-12 11:00:00,10,False,4,alert
RUN00268,2026-03-12 12:00:00,4,False,2,none
RUN00269,2026-03-12 13:00:00,7,False,4,rollback
RUN00270,2026-03-12 14:00:00,5,False,1,alert
RUN00271,2026-03-12 15:00:00,9,False,0,none
RUN00272,2026-03-12 16:00:00,9,False,3,rollback
RUN00273,2026-03-12 17:00:00,3,False,4,alert
RUN00274,2026-03-12 18:00:00,7,True,3,rollback
RUN00275,2026-03-12 19:00:00,6,False,2,rollback
RUN00276,2026-03-12 20:00:00,3,False,4,rollback
RUN00277,2026-03-12 21:00:00,9,False,3,none
RUN00278,2026-03-12 22:00:00,9,False,2,alert
RUN00279,2026-03-12 23:00:00,0,False,2,alert
RUN00280,2026-03-13 00:00:00,7,False,1,alert
RUN00281,2026-03-13 01:00:00,5,False,0,alert
RUN00282,2026-03-13 02:00:00,10,False,2,alert
RUN00283,2026-03-13 03:00:00,3,False,0,alert
RUN00284,2026-03-13 04:00:00,3,False,1,none
RUN00285,2026-03-13 05:00:00,4,False,4,alert
RUN00286,2026-03-13 06:00:00,2,False,4,none
RUN00287,2026-03-13 07:00:00,9,False,3,none
RUN00288,2026-03-13 08:00:00,5,False,0,none
RUN00289,2026-03-13 09:00:00,2,False,4,rollback
RUN00290,2026-03-13 10:00:00,7,False,3,alert
RUN00291,2026-03-13 11:00:00,8,False,1,none
RUN00292,2026-03-13 12:00:00,2,False,2,none
RUN00293,2026-03-13 13:00:00,6,False,2,alert
RUN00294,2026-03-13 14:00:00,5,False,4,rollback
RUN00295,2026-03-13 15:00:00,3,False,1,none
RUN00296,2026-03-13 16:00:00,1,False,3,alert
RUN00297,2026-03-13 17:00:00,5,False,4,rollback
RUN00298,2026-03-13 18:00:00,11,False,3,rollback
RUN00299,2026-03-13 19:00:00,1,False,0,rollback
RUN00300,2026-03-13 20:00:00,0,False,4,rollback
RUN00301,2026-03-13 21:00:00,6,False,1,alert
RUN00302,2026-03-13 22:00:00,2,False,4,rollback
RUN00303,2026-03-13 23:00:00,4,False,3,none
RUN00304,2026-03-14 00:00:00,3,False,0,none
RUN00305,2026-03-14 01:00:00,2,False,1,alert
RUN00306,2026-03-14 02:00:00,11,False,4,none
RUN00307,2026-03-14 03:00:00,1,False,2,rollback
RUN00308,2026-03-14 04:00:00,5,False,1,alert
RUN00309,2026-03-14 05:00:00,9,False,0,alert
RUN00310,2026-03-14 06:00:00,12,False,1,none
RUN00311,2026-03-14 07:00:00,10,False,3,rollback
RUN00312,2026-03-14 08:00:00,10,False,1,rollback
RUN00313,2026-03-14 09:00:00,3,False,0,alert
RUN00314,2026-03-14 10:00:00,8,False,4,rollback
RUN00315,2026-03-14 11:00:00,7,False,2,rollback
RUN00316,2026-03-14 12:00:00,6,False,0,none
RUN00317,2026-03-14 13:00:00,4,False,4,none
RUN00318,2026-03-14 14:00:00,8,False,2,none
RUN00319,2026-03-14 15:00:00,0,False,4,none
RUN00320,2026-03-14 16:00:00,2,False,4,none
RUN00321,2026-03-14 17:00:00,0,False,1,alert
RUN00322,2026-03-14 18:00:00,1,False,0,rollback
RUN00323,2026-03-14 19:00:00,7,False,0,rollback
RUN00324,2026-03-14 20:00:00,2,False,3,rollback
RUN00325,2026-03-14 21:00:00,2,False,4,rollback
RUN00326,2026-03-14 22:00:00,8,False,3,none
RUN00327,2026-03-14 23:00:00,1,False,3,alert
RUN00328,2026-03-15 00:00:00,1,False,4,rollback
RUN00329,2026-03-15 01:00:00,6,False,0,alert
RUN00330,2026-03-15 02:00:00,6,False,1,none
RUN00331,2026-03-15 03:00:00,1,False,0,alert
RUN00332,2026-03-15 04:00:00,7,False,4,alert
RUN00333,2026-03-15 05:00:00,0,False,0,none
RUN00334,2026-03-15 06:00:00,8,False,3,rollback
RUN00335,2026-03-15 07:00:00,6,False,2,none
RUN00336,2026-03-15 08:00:00,3,False,1,alert
RUN00337,2026-03-15 09:00:00,10,False,3,none
RUN00338,2026-03-15 10:00:00,2,False,4,alert
RUN00339,2026-03-15 11:00:00,10,False,4,rollback
RUN00340,2026-03-15 12:00:00,7,False,0,none
RUN00341,2026-03-15 13:00:00,6,False,2,rollback
RUN00342,2026-03-15 14:00:00,1,False,1,alert
RUN00343,2026-03-15 15:00:00,7,False,3,alert
RUN00344,2026-03-15 16:00:00,4,False,3,rollback
RUN00345,2026-03-15 17:00:00,10,False,0,none
RUN00346,2026-03-15 18:00:00,9,False,0,alert
RUN00347,2026-03-15 19:00:00,0,False,3,none
RUN00348,2026-03-15 20:00:00,8,False,2,alert
RUN00349,2026-03-15 21:00:00,11,False,1,none
RUN00350,2026-03-15 22:00:00,3,False,3,none
RUN00351,2026-03-15 23:00:00,3,False,1,none
RUN00352,2026-03-16 00:00:00,0,True,2,alert
RUN00353,2026-03-16 01:00:00,8,False,4,rollback
RUN00354,2026-03-16 02:00:00,7,True,4,none
RUN00355,2026-03-16 03:00:00,8,False,3,rollback
RUN00356,2026-03-16 04:00:00,11,False,2,none
RUN00357,2026-03-16 05:00:00,11,False,0,alert
RUN00358,2026-03-16 06:00:00,11,False,1,alert
RUN00359,2026-03-16 07:00:00,4,False,3,alert
RUN00360,2026-03-16 08:00:00,10,False,0,none
RUN00361,2026-03-16 09:00:00,0,False,0,rollback
RUN00362,2026-03-16 10:00:00,7,False,0,rollback
RUN00363,2026-03-16 11:00:00,6,False,4,alert
RUN00364,2026-03-16 12:00:00,7,False,1,alert
RUN00365,2026-03-16 13:00:00,0,False,1,rollback
RUN00366,2026-03-16 14:00:00,4,False,0,alert
RUN00367,2026-03-16 15:00:00,12,False,2,rollback
RUN00368,2026-03-16 16:00:00,1,False,3,none
RUN00369,2026-03-16 17:00:00,3,False,4,none
RUN00370,2026-03-16 18:00:00,12,False,2,none
RUN00371,2026-03-16 19:00:00,5,False,3,alert
RUN00372,2026-03-16 20:00:00,8,False,2,rollback
RUN00373,2026-03-16 21:00:00,1,False,2,alert
RUN00374,2026-03-16 22:00:00,2,False,4,alert
RUN00375,2026-03-16 23:00:00,5,False,2,rollback
RUN00376,2026-03-17 00:00:00,1,False,2,none
RUN00377,2026-03-17 01:00:00,8,False,4,alert
RUN00378,2026-03-17 02:00:00,7,False,1,none
RUN00379,2026-03-17 03:00:00,8,False,2,none
RUN00380,2026-03-17 04:00:00,9,False,1,none
RUN00381,2026-03-17 05:00:00,5,False,0,rollback
RUN00382,2026-03-17 06:00:00,4,False,2,rollback
RUN00383,2026-03-17 07:00:00,2,False,2,alert
RUN00384,2026-03-17 08:00:00,4,False,4,alert
RUN00385,2026-03-17 09:00:00,10,False,1,rollback
RUN00386,2026-03-17 10:00:00,5,False,4,alert
RUN00387,2026-03-17 11:00:00,9,False,1,alert
RUN00388,2026-03-17 12:00:00,3,False,0,alert
RUN00389,2026-03-17 13:00:00,11,False,0,none
RUN00390,2026-03-17 14:00:00,6,False,2,alert
RUN00391,2026-03-17 15:00:00,8,False,0,none
RUN00392,2026-03-17 16:00:00,2,False,4,alert
RUN00393,2026-03-17 17:00:00,6,False,1,alert
RUN00394,2026-03-17 18:00:00,4,False,0,none
RUN00395,2026-03-17 19:00:00,3,False,0,none
RUN00396,2026-03-17 20:00:00,10,False,4,none
RUN00397,2026-03-17 21:00:00,10,False,1,none
RUN00398,2026-03-17 22:00:00,7,False,0,rollback
RUN00399,2026-03-17 23:00:00,9,False,4,none
RUN00400,2026-03-18 00:00:00,6,False,3,none
RUN00401,2026-03-18 01:00:00,8,False,4,rollback
RUN00402,2026-03-18 02:00:00,4,False,4,none
RUN00403,2026-03-18 03:00:00,7,True,3,none
RUN00404,2026-03-18 04:00:00,0,False,3,none
RUN00405,2026-03-18 05:00:00,8,False,0,alert
RUN00406,2026-03-18 06:00:00,0,False,1,none
RUN00407,2026-03-18 07:00:00,0,True,1,rollback
RUN00408,2026-03-18 08:00:00,0,True,2,rollback
RUN00409,2026-03-18 09:00:00,1,False,2,alert
RUN00410,2026-03-18 10:00:00,10,False,4,alert
RUN00411,2026-03-18 11:00:00,9,False,4,none
RUN00412,2026-03-18 12:00:00,0,False,2,rollback
RUN00413,2026-03-18 13:00:00,2,False,3,rollback
RUN00414,2026-03-18 14:00:00,8,False,0,rollback
RUN00415,2026-03-18 15:00:00,1,False,2,alert
RUN00416,2026-03-18 16:00:00,11,False,2,none
RUN00417,2026-03-18 17:00:00,2,False,4,none
RUN00418,2026-03-18 18:00:00,4,False,1,alert
RUN00419,2026-03-18 19:00:00,7,False,4,rollback
RUN00420,2026-03-18 20:00:00,2,False,0,alert
RUN00421,2026-03-18 21:00:00,9,False,3,alert
RUN00422,2026-03-18 22:00:00,2,False,1,rollback
RUN00423,2026-03-18 23:00:00,8,False,3,rollback
RUN00424,2026-03-19 00:00:00,1,False,2,none
RUN00425,2026-03-19 01:00:00,2,False,4,alert
RUN00426,2026-03-19 02:00:00,1,False,3,none
RUN00427,2026-03-19 03:00:00,6,False,3,alert
RUN00428,2026-03-19 04:00:00,0,True,4,rollback
RUN00429,2026-03-19 05:00:00,8,False,2,none
RUN00430,2026-03-19 06:00:00,9,False,0,none
RUN00431,2026-03-19 07:00:00,10,False,0,rollback
RUN00432,2026-03-19 08:00:00,0,False,2,none
RUN00433,2026-03-19 09:00:00,1,False,2,alert
RUN00434,2026-03-19 10:00:00,8,False,2,none
RUN00435,2026-03-19 11:00:00,8,False,4,alert
RUN00436,2026-03-19 12:00:00,3,False,2,none
RUN00437,2026-03-19 13:00:00,8,False,1,alert
RUN00438,2026-03-19 14:00:00,0,False,0,none
RUN00439,2026-03-19 15:00:00,6,False,3,rollback
RUN00440,2026-03-19 16:00:00,11,False,4,none
RUN00441,2026-03-19 17:00:00,1,False,4,alert
RUN00442,2026-03-19 18:00:00,0,False,0,none
RUN00443,2026-03-19 19:00:00,11,False,3,alert
RUN00444,2026-03-19 20:00:00,9,False,0,alert
RUN00445,2026-03-19 21:00:00,2,False,3,rollback
RUN00446,2026-03-19 22:00:00,3,False,1,none
RUN00447,2026-03-19 23:00:00,8,False,4,none
RUN00448,2026-03-20 00:00:00,1,False,1,rollback
RUN00449,2026-03-20 01:00:00,4,False,0,alert
RUN00450,2026-03-20 02:00:00,1,False,2,rollback
RUN00451,2026-03-20 03:00:00,9,False,3,alert
RUN00452,2026-03-20 04:00:00,1,False,3,rollback
RUN00453,2026-03-20 05:00:00,2,False,3,alert
RUN00454,2026-03-20 06:00:00,6,False,2,alert
RUN00455,2026-03-20 07:00:00,3,False,3,rollback
RUN00456,2026-03-20 08:00:00,12,False,4,alert
RUN00457,2026-03-20 09:00:00,9,False,4,alert
RUN00458,2026-03-20 10:00:00,11,False,4,none
RUN00459,2026-03-20 11:00:00,12,False,2,rollback
RUN00460,2026-03-20 12:00:00,10,False,1,none
RUN00461,2026-03-20 13:00:00,9,False,4,rollback
RUN00462,2026-03-20 14:00:00,3,False,4,alert
RUN00463,2026-03-20 15:00:00,10,False,2,none
RUN00464,2026-03-20 16:00:00,7,False,2,alert
RUN00465,2026-03-20 17:00:00,9,False,1,alert
RUN00466,2026-03-20 18:00:00,6,False,2,alert
RUN00467,2026-03-20 19:00:00,12,False,3,none
RUN00468,2026-03-20 20:00:00,8,False,4,alert
RUN00469,2026-03-20 21:00:00,2,False,4,alert
RUN00470,2026-03-20 22:00:00,9,False,3,alert
RUN00471,2026-03-20 23:00:00,11,False,4,rollback
RUN00472,2026-03-21 00:00:00,8,False,4,rollback
RUN00473,2026-03-21 01:00:00,12,False,1,none
RUN00474,2026-03-21 02:00:00,0,False,1,none
RUN00475,2026-03-21 03:00:00,4,False,2,none
RUN00476,2026-03-21 04:00:00,9,False,0,alert
RUN00477,2026-03-21 05:00:00,8,False,3,alert
RUN00478,2026-03-21 06:00:00,0,False,1,none
RUN00479,2026-03-21 07:00:00,5,False,3,alert
RUN00480,2026-03-21 08:00:00,4,False,3,alert
RUN00481,2026-03-21 09:00:00,3,False,0,alert
RUN00482,2026-03-21 10:00:00,4,False,0,none
RUN00483,2026-03-21 11:00:00,6,False,0,alert
RUN00484,2026-03-21 12:00:00,8,False,3,none
RUN00485,2026-03-21 13:00:00,2,False,2,none
RUN00486,2026-03-21 14:00:00,9,False,1,rollback
RUN00487,2026-03-21 15:00:00,11,False,4,alert
RUN00488,2026-03-21 16:00:00,4,False,4,alert
RUN00489,2026-03-21 17:00:00,5,False,0,none
RUN00490,2026-03-21 18:00:00,5,False,0,rollback
RUN00491,2026-03-21 19:00:00,10,False,4,none
RUN00492,2026-03-21 20:00:00,11,False,0,alert
RUN00493,2026-03-21 21:00:00,12,False,4,none
RUN00494,2026-03-21 22:00:00,11,False,0,none
RUN00495,2026-03-21 23:00:00,11,False,0,rollback
RUN00496,2026-03-22 00:00:00,11,False,0,none
RUN00497,2026-03-22 01:00:00,2,False,3,rollback
RUN00498,2026-03-22 02:00:00,12,False,0,alert
